emisora,dia_calendario,precio_apertura,precio_maximo,precio_minimo,precio_cierre,cambio_pesos
AC*,2026-02-03,197.03,207.67,196.94,207.67,10.639999999999986
AC*,2026-02-04,207.67,208.92,203.27,204.77,-2.8999999999999773
AC*,2026-02-05,205.76,208.2,203.77,205.04,-0.7199999999999989
AC*,2026-02-06,205.46,208.3,203.6,206.47,1.009999999999991
AC*,2026-02-09,205.5,206.24,204.2,205.1,-0.4000000000000057
AC*,2026-02-10,205.49,206.4,203.93,205.06,-0.4300000000000068
AC*,2026-02-11,205.65,206.21,204.33,204.64,-1.0100000000000193
AC*,2026-02-12,204.0,210.0,204.0,207.0,3.0
AC*,2026-02-13,206.89,210.75,204.95,210.5,3.6100000000000136
AC*,2026-02-16,210.5,210.5,205.02,209.7,-0.8000000000000114
AC*,2026-02-17,210.99,212.96,209.04,212.12,1.1299999999999955
AC*,2026-02-18,211.49,212.07,207.85,208.46,-3.030000000000001
AC*,2026-02-19,208.46,212.94,208.46,210.09,1.6299999999999955
AC*,2026-02-20,210.47,211.48,208.57,210.73,0.2599999999999909
AC*,2026-02-23,210.73,210.73,205.62,206.44,-4.289999999999992
AC*,2026-02-24,205.91,208.6,204.3,205.75,-0.1599999999999966
AC*,2026-02-25,205.36,207.2,204.38,205.3,-0.060000000000002274
AC*,2026-02-26,205.3,211.14,205.05,210.91,5.609999999999985
AC*,2026-02-27,207.89,210.66,206.14,207.9,0.010000000000019327
AC*,2026-03-02,205.8,207.28,203.7,205.94,0.13999999999998636
AC*,2026-03-03,205.94,205.94,197.36,202.12,-3.819999999999993
AC*,2026-03-04,202.12,206.99,198.7,206.99,4.8700000000000045
AC*,2026-03-05,206.99,209.6,204.64,205.37,-1.6200000000000045
AC*,2026-03-06,205.37,209.57,203.09,207.01,1.6399999999999864
AC*,2026-03-09,204.51,206.81,202.58,203.94,-0.5699999999999932
AC*,2026-03-10,203.49,203.49,198.11,199.63,-3.8600000000000136
AC*,2026-03-11,202.31,204.4,199.12,203.78,1.4699999999999989
ALSEA*,2026-02-03,53.63,54.18,52.07,52.95,-0.6799999999999997
ALSEA*,2026-02-04,52.95,54.4,52.4,53.76,0.8099999999999952
ALSEA*,2026-02-05,54.42,55.05,52.89,53.4,-1.0200000000000031
ALSEA*,2026-02-06,53.44,54.98,52.67,54.34,0.9000000000000057
ALSEA*,2026-02-09,54.66,55.6,54.31,55.14,0.480000000000004
ALSEA*,2026-02-10,55.56,56.5,55.01,55.89,0.3299999999999983
ALSEA*,2026-02-11,55.66,55.87,54.77,55.29,-0.36999999999999744
ALSEA*,2026-02-12,55.29,56.53,54.98,55.14,-0.14999999999999858
ALSEA*,2026-02-13,55.25,57.1,54.82,56.97,1.7199999999999989
ALSEA*,2026-02-16,56.69,56.85,56.06,56.44,-0.25
ALSEA*,2026-02-17,56.41,58.0,56.08,57.97,1.5600000000000023
ALSEA*,2026-02-18,57.94,58.6,57.71,58.56,0.6200000000000045
ALSEA*,2026-02-19,58.56,61.41,58.45,61.24,2.6799999999999997
ALSEA*,2026-02-20,61.16,61.39,60.4,61.17,0.010000000000005116
ALSEA*,2026-02-23,61.17,61.28,59.58,60.85,-0.3200000000000003
ALSEA*,2026-02-24,60.85,61.14,60.04,61.14,0.28999999999999915
ALSEA*,2026-02-25,60.65,61.0,59.17,59.82,-0.8299999999999983
ALSEA*,2026-02-26,59.82,60.66,59.82,60.47,0.6499999999999986
ALSEA*,2026-02-27,60.4,60.85,59.57,60.83,0.4299999999999997
ALSEA*,2026-03-02,60.23,60.75,59.73,60.0,-0.22999999999999687
ALSEA*,2026-03-03,60.0,60.11,56.83,58.58,-1.4200000000000017
ALSEA*,2026-03-04,58.9,60.16,58.44,59.25,0.3500000000000014
ALSEA*,2026-03-05,59.2,59.43,57.72,58.72,-0.480000000000004
ALSEA*,2026-03-06,57.15,58.95,56.75,56.85,-0.29999999999999716
ALSEA*,2026-03-09,56.85,56.9,54.77,56.48,-0.37000000000000455
ALSEA*,2026-03-10,56.11,57.17,55.95,56.92,0.8100000000000023
ALSEA*,2026-03-11,56.82,57.79,56.79,57.55,0.7299999999999969
AMXB,2026-02-03,18.19,19.0,18.01,18.76,0.5700000000000003
AMXB,2026-02-04,18.76,18.87,18.45,18.61,-0.15000000000000213
AMXB,2026-02-05,18.55,18.76,18.35,18.58,0.029999999999997584
AMXB,2026-02-06,18.48,18.61,18.17,18.53,0.05000000000000071
AMXB,2026-02-09,18.55,19.11,18.53,19.06,0.509999999999998
AMXB,2026-02-10,19.07,19.43,19.07,19.38,0.3099999999999987
AMXB,2026-02-11,19.28,20.25,19.05,20.25,0.9699999999999989
AMXB,2026-02-12,20.08,20.74,19.81,20.63,0.5500000000000007
AMXB,2026-02-13,20.57,20.69,20.11,20.45,-0.120000000000001
AMXB,2026-02-16,20.45,20.5,20.22,20.31,-0.14000000000000057
AMXB,2026-02-17,20.31,20.94,20.31,20.84,0.5300000000000011
AMXB,2026-02-18,20.92,20.97,20.53,20.62,-0.3000000000000007
AMXB,2026-02-19,20.62,20.9,20.52,20.56,-0.060000000000002274
AMXB,2026-02-20,20.55,20.68,20.3,20.58,0.029999999999997584
AMXB,2026-02-23,20.58,20.79,20.52,20.58,0.0
AMXB,2026-02-24,20.58,21.98,20.56,21.94,1.360000000000003
AMXB,2026-02-25,21.86,21.91,21.42,21.7,-0.16000000000000014
AMXB,2026-02-26,21.7,22.0,21.64,21.85,0.15000000000000213
AMXB,2026-02-27,21.74,22.46,21.74,22.45,0.7100000000000009
AMXB,2026-03-02,22.39,22.69,22.3,22.42,0.030000000000001137
AMXB,2026-03-03,22.42,22.43,21.61,21.72,-0.7000000000000028
AMXB,2026-03-04,21.65,22.09,21.58,22.06,0.41000000000000014
AMXB,2026-03-05,22.0,22.05,21.51,21.6,-0.3999999999999986
AMXB,2026-03-06,21.6,21.61,21.14,21.14,-0.46000000000000085
AMXB,2026-03-09,21.01,21.25,20.99,21.24,0.22999999999999687
AMXB,2026-03-10,21.22,21.28,20.97,21.01,-0.2099999999999973
AMXB,2026-03-11,21.27,21.33,20.86,20.95,-0.3200000000000003
ASURB,2026-02-03,617.27,634.01,604.61,631.66,14.389999999999986
ASURB,2026-02-04,631.66,631.66,615.8,618.17,-13.490000000000009
ASURB,2026-02-05,622.04,629.77,608.06,629.46,7.420000000000073
ASURB,2026-02-06,626.95,642.96,626.95,635.32,8.370000000000005
ASURB,2026-02-09,637.0,642.34,628.78,634.99,-2.009999999999991
ASURB,2026-02-10,634.21,643.03,624.95,643.03,8.819999999999936
ASURB,2026-02-11,643.8,649.95,639.14,648.94,5.1400000000001
ASURB,2026-02-12,648.17,649.29,636.92,638.68,-9.490000000000009
ASURB,2026-02-13,639.94,642.82,632.51,639.87,-0.07000000000005002
ASURB,2026-02-16,639.87,641.54,635.02,636.09,-3.7799999999999727
ASURB,2026-02-17,643.12,648.48,636.78,647.47,4.350000000000023
ASURB,2026-02-18,647.81,652.41,642.33,647.2,-0.6099999999999
ASURB,2026-02-19,647.2,650.72,641.1,644.65,-2.550000000000068
ASURB,2026-02-20,645.92,650.68,642.0,650.68,4.759999999999991
ASURB,2026-02-23,650.68,650.68,617.26,628.01,-22.66999999999996
ASURB,2026-02-24,628.95,629.01,594.02,615.19,-13.759999999999991
ASURB,2026-02-25,615.85,642.17,610.0,629.64,13.789999999999964
ASURB,2026-02-26,629.64,638.56,622.55,623.99,-5.649999999999977
ASURB,2026-02-27,625.0,627.81,617.83,620.33,-4.669999999999959
ASURB,2026-03-02,620.33,621.63,606.64,616.34,-3.990000000000009
ASURB,2026-03-03,616.34,616.64,586.98,598.5,-17.840000000000032
ASURB,2026-03-04,598.5,610.89,591.51,606.56,8.059999999999945
ASURB,2026-03-05,606.15,609.63,596.9,599.44,-6.709999999999923
ASURB,2026-03-06,599.44,601.35,586.22,594.03,-5.410000000000082
ASURB,2026-03-09,571.97,593.97,571.97,582.07,10.100000000000023
ASURB,2026-03-10,590.07,598.8,583.74,591.29,1.2199999999999136
ASURB,2026-03-11,591.59,597.54,586.48,592.04,0.4499999999999318
BBAJIOO,2026-02-03,51.4,53.89,51.4,52.82,1.4200000000000017
BBAJIOO,2026-02-04,52.82,53.68,52.0,52.8,-0.020000000000003126
BBAJIOO,2026-02-05,52.82,53.78,52.7,53.75,0.9299999999999997
BBAJIOO,2026-02-06,53.75,54.79,52.77,54.52,0.7700000000000031
BBAJIOO,2026-02-09,54.3,55.39,54.26,55.15,0.8500000000000014
BBAJIOO,2026-02-10,54.96,56.22,54.63,55.52,0.5600000000000023
BBAJIOO,2026-02-11,55.67,55.79,54.89,55.36,-0.3100000000000023
BBAJIOO,2026-02-12,55.63,57.33,53.63,55.18,-0.45000000000000284
BBAJIOO,2026-02-13,55.12,55.55,54.2,55.25,0.13000000000000256
BBAJIOO,2026-02-16,55.48,55.52,53.66,53.96,-1.519999999999996
BBAJIOO,2026-02-17,54.19,54.46,53.31,54.24,0.05000000000000426
BBAJIOO,2026-02-18,54.41,56.01,54.26,55.95,1.5400000000000063
BBAJIOO,2026-02-19,55.95,55.95,54.62,55.02,-0.9299999999999997
BBAJIOO,2026-02-20,55.25,55.8,54.51,55.54,0.28999999999999915
BBAJIOO,2026-02-23,55.54,55.55,53.56,54.82,-0.7199999999999989
BBAJIOO,2026-02-24,54.79,56.04,54.33,55.97,1.1799999999999997
BBAJIOO,2026-02-25,56.06,56.71,55.82,56.71,0.6499999999999986
BBAJIOO,2026-02-26,56.52,56.95,55.82,56.34,-0.17999999999999972
BBAJIOO,2026-02-27,55.71,58.05,55.5,57.43,1.7199999999999989
BBAJIOO,2026-03-02,56.17,57.58,54.76,56.19,0.01999999999999602
BBAJIOO,2026-03-03,56.19,56.19,54.04,55.3,-0.8900000000000006
BBAJIOO,2026-03-04,55.55,55.61,54.36,55.02,-0.529999999999994
BBAJIOO,2026-03-05,54.41,55.16,51.85,51.85,-2.559999999999995
BBAJIOO,2026-03-06,51.06,52.13,50.58,51.25,0.18999999999999773
BBAJIOO,2026-03-09,49.55,51.29,49.47,50.28,0.730000000000004
BBAJIOO,2026-03-10,50.39,51.68,50.29,51.44,1.0499999999999972
BBAJIOO,2026-03-11,51.27,51.27,51.0,51.08,-0.19000000000000483
BIMBOA,2026-02-03,61.79,62.9,60.7,62.81,1.0200000000000031
BIMBOA,2026-02-04,62.81,63.52,62.45,63.08,0.269999999999996
BIMBOA,2026-02-05,63.53,63.96,61.85,63.2,-0.3299999999999983
BIMBOA,2026-02-06,63.49,67.72,63.23,67.5,4.009999999999998
BIMBOA,2026-02-09,67.22,67.98,66.87,67.4,0.18000000000000682
BIMBOA,2026-02-10,67.4,67.8,67.04,67.56,0.1599999999999966
BIMBOA,2026-02-11,67.83,68.2,67.43,67.85,0.01999999999999602
BIMBOA,2026-02-12,67.6,67.75,65.23,66.37,-1.2299999999999898
BIMBOA,2026-02-13,66.43,68.11,65.85,67.61,1.1799999999999926
BIMBOA,2026-02-16,67.61,68.17,66.41,67.62,0.010000000000005116
BIMBOA,2026-02-17,67.98,68.65,67.5,68.58,0.5999999999999943
BIMBOA,2026-02-18,68.42,68.47,66.27,66.48,-1.9399999999999977
BIMBOA,2026-02-19,66.48,66.8,64.65,65.28,-1.2000000000000028
BIMBOA,2026-02-20,64.61,65.36,64.01,64.01,-0.5999999999999943
BIMBOA,2026-02-23,64.01,64.13,62.54,63.31,-0.7000000000000028
BIMBOA,2026-02-24,63.35,63.45,62.7,62.83,-0.5200000000000031
BIMBOA,2026-02-25,62.98,62.98,61.93,62.8,-0.17999999999999972
BIMBOA,2026-02-26,62.8,64.78,62.76,63.95,1.1500000000000057
BIMBOA,2026-02-27,64.21,64.77,61.93,62.6,-1.6099999999999923
BIMBOA,2026-03-02,62.6,62.6,60.07,62.07,-0.5300000000000011
BIMBOA,2026-03-03,62.07,62.07,58.14,61.48,-0.5900000000000034
BIMBOA,2026-03-04,61.2,64.69,61.01,64.49,3.289999999999992
BIMBOA,2026-03-05,64.16,64.65,62.76,63.19,-0.9699999999999989
BIMBOA,2026-03-06,62.52,62.89,61.06,61.3,-1.220000000000006
BIMBOA,2026-03-09,61.3,61.45,59.83,61.44,0.14000000000000057
BIMBOA,2026-03-10,61.74,61.74,59.94,60.68,-1.0600000000000023
BIMBOA,2026-03-11,60.44,60.88,60.08,60.88,0.44000000000000483
BOLSAA,2026-02-03,35.48,36.0,35.18,35.84,0.36000000000000654
BOLSAA,2026-02-04,35.84,36.09,35.08,35.31,-0.5300000000000011
BOLSAA,2026-02-05,35.24,36.01,35.1,35.7,0.46000000000000085
BOLSAA,2026-02-06,35.93,36.71,35.93,36.7,0.7700000000000031
BOLSAA,2026-02-09,36.71,36.71,35.87,36.33,-0.38000000000000256
BOLSAA,2026-02-10,36.33,37.99,36.31,37.93,1.6000000000000014
BOLSAA,2026-02-11,37.06,37.77,35.6,36.21,-0.8500000000000014
BOLSAA,2026-02-12,36.23,37.2,35.8,36.4,0.1700000000000017
BOLSAA,2026-02-13,36.57,37.04,36.08,36.88,0.3100000000000023
BOLSAA,2026-02-16,37.07,37.79,36.89,37.36,0.28999999999999915
BOLSAA,2026-02-17,37.43,37.62,36.83,37.15,-0.28000000000000114
BOLSAA,2026-02-18,37.35,37.35,36.85,36.91,-0.44000000000000483
BOLSAA,2026-02-19,36.91,37.15,36.64,36.76,-0.14999999999999858
BOLSAA,2026-02-20,36.79,37.08,36.58,36.76,-0.030000000000001137
BOLSAA,2026-02-23,36.76,37.14,36.0,36.0,-0.759999999999998
BOLSAA,2026-02-24,36.09,36.83,36.09,36.64,0.5499999999999972
BOLSAA,2026-02-25,36.86,36.98,36.57,36.86,0.0
BOLSAA,2026-02-26,36.86,37.46,36.86,36.9,0.03999999999999915
BOLSAA,2026-02-27,37.15,38.34,37.0,37.92,0.7700000000000031
BOLSAA,2026-03-02,37.76,38.04,36.85,37.09,-0.6699999999999946
BOLSAA,2026-03-03,37.09,37.46,35.98,37.13,0.03999999999999915
BOLSAA,2026-03-04,37.23,39.19,37.06,38.72,1.490000000000002
BOLSAA,2026-03-05,38.95,38.95,37.67,38.01,-0.9400000000000048
BOLSAA,2026-03-06,37.77,38.35,37.51,37.95,0.17999999999999972
BOLSAA,2026-03-09,36.55,37.52,36.51,37.4,0.8500000000000014
BOLSAA,2026-03-10,37.23,38.36,37.23,38.0,0.7700000000000031
BOLSAA,2026-03-11,37.8,38.23,37.52,38.05,0.25
CEMEXCPO,2026-02-03,22.4,22.74,21.68,21.89,-0.509999999999998
CEMEXCPO,2026-02-04,21.89,21.89,20.97,20.97,-0.9200000000000017
CEMEXCPO,2026-02-05,21.03,21.04,20.28,20.85,-0.17999999999999972
CEMEXCPO,2026-02-06,20.86,21.09,20.59,21.08,0.21999999999999886
CEMEXCPO,2026-02-09,21.07,21.95,21.02,21.94,0.870000000000001
CEMEXCPO,2026-02-10,21.87,22.47,21.63,22.25,0.379999999999999
CEMEXCPO,2026-02-11,22.37,22.38,21.97,22.24,-0.13000000000000256
CEMEXCPO,2026-02-12,22.29,22.32,21.18,21.18,-1.1099999999999994
CEMEXCPO,2026-02-13,21.18,21.57,21.03,21.54,0.35999999999999943
CEMEXCPO,2026-02-16,21.54,21.8,21.4,21.8,0.26000000000000156
CEMEXCPO,2026-02-17,21.71,21.77,21.3,21.49,-0.22000000000000242
CEMEXCPO,2026-02-18,21.56,21.98,21.5,21.61,0.05000000000000071
CEMEXCPO,2026-02-19,21.61,22.01,21.59,21.82,0.21000000000000085
CEMEXCPO,2026-02-20,21.7,22.09,21.57,22.09,0.39000000000000057
CEMEXCPO,2026-02-23,22.09,22.09,21.33,21.37,-0.7199999999999989
CEMEXCPO,2026-02-24,21.42,21.83,21.41,21.64,0.21999999999999886
CEMEXCPO,2026-02-25,21.58,22.06,21.46,21.92,0.3400000000000034
CEMEXCPO,2026-02-26,21.92,21.96,21.56,21.95,0.029999999999997584
CEMEXCPO,2026-02-27,21.83,21.95,21.49,21.62,-0.2099999999999973
CEMEXCPO,2026-03-02,21.62,21.62,20.84,21.09,-0.5300000000000011
CEMEXCPO,2026-03-03,21.09,21.12,19.42,20.25,-0.8399999999999999
CEMEXCPO,2026-03-04,20.47,21.22,20.27,21.01,0.5400000000000027
CEMEXCPO,2026-03-05,20.98,21.09,19.96,20.07,-0.9100000000000001
CEMEXCPO,2026-03-06,19.79,20.03,19.31,19.45,-0.33999999999999986
CEMEXCPO,2026-03-09,18.77,19.5,18.53,19.37,0.6000000000000014
CEMEXCPO,2026-03-10,19.5,19.74,18.89,18.89,-0.6099999999999994
CEMEXCPO,2026-03-11,18.91,18.99,18.68,18.82,-0.08999999999999986
CHDRAUIB,2026-02-03,120.51,121.91,117.87,118.85,-1.6600000000000108
CHDRAUIB,2026-02-04,118.85,121.78,118.85,119.04,0.19000000000001194
CHDRAUIB,2026-02-05,119.96,121.03,117.33,118.32,-1.6400000000000006
CHDRAUIB,2026-02-06,119.0,120.72,118.29,119.79,0.7900000000000063
CHDRAUIB,2026-02-09,119.86,121.14,119.32,119.99,0.12999999999999545
CHDRAUIB,2026-02-10,120.03,121.95,119.35,119.66,-0.37000000000000455
CHDRAUIB,2026-02-11,120.23,121.37,119.12,120.39,0.1599999999999966
CHDRAUIB,2026-02-12,120.43,122.2,119.61,120.41,-0.020000000000010232
CHDRAUIB,2026-02-13,120.8,121.39,118.65,120.98,0.18000000000000682
CHDRAUIB,2026-02-16,121.29,121.3,119.04,119.4,-1.8900000000000006
CHDRAUIB,2026-02-17,120.04,121.32,119.45,119.59,-0.45000000000000284
CHDRAUIB,2026-02-18,119.65,120.04,115.87,115.87,-3.780000000000001
CHDRAUIB,2026-02-19,115.87,116.5,113.02,113.56,-2.3100000000000023
CHDRAUIB,2026-02-20,114.0,115.07,113.23,114.18,0.18000000000000682
CHDRAUIB,2026-02-23,114.18,115.39,113.66,114.31,0.12999999999999545
CHDRAUIB,2026-02-24,114.6,115.48,113.22,115.19,0.5900000000000034
CHDRAUIB,2026-02-25,115.33,115.33,111.48,111.48,-3.8499999999999943
CHDRAUIB,2026-02-26,111.48,112.73,110.05,110.06,-1.4200000000000017
CHDRAUIB,2026-02-27,110.11,113.35,110.0,110.28,0.1700000000000017
CHDRAUIB,2026-03-02,110.78,112.03,109.95,110.27,-0.5100000000000051
CHDRAUIB,2026-03-03,110.27,110.27,106.02,109.37,-0.8999999999999915
CHDRAUIB,2026-03-04,109.32,113.76,107.15,113.49,4.170000000000002
CHDRAUIB,2026-03-05,113.61,113.61,111.6,112.13,-1.480000000000004
CHDRAUIB,2026-03-06,110.59,111.87,109.14,109.62,-0.9699999999999989
CHDRAUIB,2026-03-09,106.61,109.31,105.63,108.1,1.4899999999999949
CHDRAUIB,2026-03-10,107.88,109.21,107.74,107.9,0.020000000000010232
CHDRAUIB,2026-03-11,106.57,107.93,105.88,106.41,-0.1599999999999966
CUERVO*,2026-02-03,18.59,19.52,18.54,19.32,0.7300000000000004
CUERVO*,2026-02-04,19.32,19.6,18.75,19.32,0.0
CUERVO*,2026-02-05,19.4,19.6,18.78,19.03,-0.36999999999999744
CUERVO*,2026-02-06,18.97,19.27,18.97,19.14,0.1700000000000017
CUERVO*,2026-02-09,19.25,19.65,19.07,19.63,0.379999999999999
CUERVO*,2026-02-10,19.63,20.13,19.55,19.94,0.3100000000000023
CUERVO*,2026-02-11,19.86,19.88,18.75,19.04,-0.8200000000000003
CUERVO*,2026-02-12,19.12,19.22,18.52,18.55,-0.5700000000000003
CUERVO*,2026-02-13,18.65,18.94,18.5,18.75,0.10000000000000142
CUERVO*,2026-02-16,18.75,19.16,18.72,19.05,0.3000000000000007
CUERVO*,2026-02-17,19.05,19.37,18.65,18.84,-0.21000000000000085
CUERVO*,2026-02-18,18.85,18.99,18.66,18.71,-0.14000000000000057
CUERVO*,2026-02-19,18.71,19.0,18.65,18.77,0.05999999999999872
CUERVO*,2026-02-20,18.72,18.94,18.6,18.86,0.14000000000000057
CUERVO*,2026-02-23,18.86,18.89,18.56,18.81,-0.05000000000000071
CUERVO*,2026-02-24,18.89,18.89,18.15,18.23,-0.6600000000000001
CUERVO*,2026-02-25,18.23,18.85,18.19,18.49,0.259999999999998
CUERVO*,2026-02-26,18.49,18.51,17.7,17.86,-0.629999999999999
CUERVO*,2026-02-27,17.4,17.74,16.92,17.49,0.08999999999999986
CUERVO*,2026-03-02,17.22,17.73,16.81,16.97,-0.25
CUERVO*,2026-03-03,16.97,17.06,16.51,17.06,0.08999999999999986
CUERVO*,2026-03-04,17.18,17.19,16.64,17.08,-0.10000000000000142
CUERVO*,2026-03-05,17.08,17.31,16.68,16.92,-0.1599999999999966
CUERVO*,2026-03-06,16.86,16.98,16.56,16.64,-0.21999999999999886
CUERVO*,2026-03-09,16.64,16.64,15.96,16.39,-0.25
CUERVO*,2026-03-10,16.24,16.3,15.65,15.73,-0.509999999999998
CUERVO*,2026-03-11,15.91,16.02,15.75,15.93,0.019999999999999574
GAPB,2026-02-03,484.55,493.43,477.26,489.28,4.729999999999961
GAPB,2026-02-04,490.05,491.33,472.5,475.43,-14.620000000000005
GAPB,2026-02-05,475.82,485.62,471.59,478.84,3.019999999999982
GAPB,2026-02-06,482.09,496.92,479.04,496.91,14.82000000000005
GAPB,2026-02-09,496.81,500.85,490.35,499.47,2.660000000000025
GAPB,2026-02-10,499.33,502.33,493.36,500.18,0.8500000000000227
GAPB,2026-02-11,503.47,505.14,493.99,503.1,-0.37000000000000455
GAPB,2026-02-12,505.34,506.0,486.74,487.0,-18.339999999999975
GAPB,2026-02-13,487.12,495.04,477.34,485.67,-1.4499999999999886
GAPB,2026-02-16,483.72,502.99,483.72,501.9,18.17999999999995
GAPB,2026-02-17,501.9,504.09,493.97,501.25,-0.6499999999999773
GAPB,2026-02-18,501.95,505.77,497.85,498.66,-3.2899999999999636
GAPB,2026-02-19,498.66,501.18,492.36,498.08,-0.5800000000000409
GAPB,2026-02-20,499.56,512.62,496.18,512.62,13.060000000000002
GAPB,2026-02-23,512.62,512.62,475.51,482.94,-29.680000000000007
GAPB,2026-02-24,477.96,477.96,444.46,455.5,-22.45999999999998
GAPB,2026-02-25,464.98,464.98,452.07,458.3,-6.680000000000007
GAPB,2026-02-26,458.3,464.8,456.0,463.6,5.300000000000011
GAPB,2026-02-27,458.92,461.82,448.31,449.96,-8.960000000000036
GAPB,2026-03-02,453.1,453.1,440.0,441.14,-11.960000000000036
GAPB,2026-03-03,441.14,441.73,419.96,425.26,-15.879999999999995
GAPB,2026-03-04,428.33,441.21,420.0,438.4,10.069999999999993
GAPB,2026-03-05,441.98,447.49,428.98,430.01,-11.970000000000027
GAPB,2026-03-06,431.39,431.39,414.38,423.04,-8.349999999999966
GAPB,2026-03-09,423.04,423.04,404.03,417.57,-5.470000000000027
GAPB,2026-03-10,419.27,423.68,415.73,419.5,0.2300000000000182
GAPB,2026-03-11,420.82,423.53,412.63,420.12,-0.6999999999999886
GCARSOA1,2026-02-03,118.97,125.18,118.97,122.84,3.8700000000000045
GCARSOA1,2026-02-04,122.84,123.43,120.03,121.52,-1.3200000000000074
GCARSOA1,2026-02-05,120.65,123.58,117.63,117.69,-2.960000000000008
GCARSOA1,2026-02-06,118.23,121.09,117.76,120.74,2.509999999999991
GCARSOA1,2026-02-09,120.24,121.79,119.46,121.13,0.8900000000000006
GCARSOA1,2026-02-10,120.81,124.37,120.07,121.78,0.9699999999999989
GCARSOA1,2026-02-11,122.17,122.63,119.59,121.4,-0.769999999999996
GCARSOA1,2026-02-12,121.33,123.94,119.55,122.84,1.5100000000000051
GCARSOA1,2026-02-13,122.84,129.87,122.47,129.2,6.359999999999985
GCARSOA1,2026-02-16,129.64,129.64,125.97,126.2,-3.4399999999999835
GCARSOA1,2026-02-17,126.32,129.5,125.74,128.65,2.3300000000000125
GCARSOA1,2026-02-18,127.43,130.18,125.79,125.91,-1.5200000000000102
GCARSOA1,2026-02-19,125.91,129.33,125.43,127.24,1.3299999999999983
GCARSOA1,2026-02-20,127.29,131.77,127.29,131.31,4.019999999999996
GCARSOA1,2026-02-23,131.31,134.0,129.13,133.71,2.4000000000000057
GCARSOA1,2026-02-24,133.18,133.75,129.66,133.21,0.030000000000001137
GCARSOA1,2026-02-25,132.23,133.03,126.45,127.31,-4.9199999999999875
GCARSOA1,2026-02-26,127.31,130.84,127.31,130.3,2.990000000000009
GCARSOA1,2026-02-27,129.21,135.98,127.76,134.93,5.719999999999999
GCARSOA1,2026-03-02,132.18,134.95,125.84,127.76,-4.420000000000002
GCARSOA1,2026-03-03,127.76,127.76,120.31,124.68,-3.0799999999999983
GCARSOA1,2026-03-04,124.49,128.78,123.65,127.86,3.3700000000000045
GCARSOA1,2026-03-05,127.61,128.86,125.03,125.86,-1.75
GCARSOA1,2026-03-06,124.01,125.41,121.6,121.66,-2.3500000000000085
GCARSOA1,2026-03-09,119.2,123.1,119.2,122.3,3.0999999999999943
GCARSOA1,2026-03-10,123.45,124.79,122.7,123.05,-0.4000000000000057
GCARSOA1,2026-03-11,122.6,123.43,121.82,123.43,0.8300000000000125
GCC*,2026-02-03,192.45,193.65,187.95,189.7,-2.75
GCC*,2026-02-04,189.7,194.57,189.7,191.65,1.950000000000017
GCC*,2026-02-05,192.54,197.28,187.01,196.41,3.8700000000000045
GCC*,2026-02-06,196.39,200.97,196.39,199.79,3.4000000000000057
GCC*,2026-02-09,200.72,200.95,195.0,195.0,-5.719999999999999
GCC*,2026-02-10,194.61,198.03,194.35,195.94,1.329999999999984
GCC*,2026-02-11,195.94,198.49,194.17,196.33,0.3900000000000148
GCC*,2026-02-12,197.16,197.16,192.6,194.11,-3.049999999999983
GCC*,2026-02-13,193.85,198.99,193.55,198.99,5.140000000000015
GCC*,2026-02-16,198.67,201.04,198.45,199.93,1.2600000000000193
GCC*,2026-02-17,199.49,201.5,197.46,199.3,-0.18999999999999773
GCC*,2026-02-18,199.5,203.04,199.49,201.28,1.7800000000000011
GCC*,2026-02-19,201.28,204.22,200.0,202.51,1.2299999999999898
GCC*,2026-02-20,202.52,204.97,201.8,204.57,2.049999999999983
GCC*,2026-02-23,204.57,204.99,199.06,202.16,-2.4099999999999966
GCC*,2026-02-24,201.28,204.85,200.34,202.89,1.6099999999999852
GCC*,2026-02-25,203.0,203.0,196.47,198.31,-4.689999999999998
GCC*,2026-02-26,198.31,198.91,193.85,198.15,-0.1599999999999966
GCC*,2026-02-27,197.23,202.96,195.97,200.63,3.4000000000000057
GCC*,2026-03-02,200.63,202.52,197.9,200.36,-0.2699999999999818
GCC*,2026-03-03,200.36,200.36,189.96,191.81,-8.550000000000011
GCC*,2026-03-04,191.81,199.97,191.43,199.97,8.159999999999997
GCC*,2026-03-05,198.23,199.49,192.64,193.49,-4.739999999999981
GCC*,2026-03-06,192.03,194.63,188.64,188.92,-3.1100000000000136
GCC*,2026-03-09,186.2,189.13,184.07,186.2,0.0
GCC*,2026-03-10,186.33,189.04,186.33,187.73,1.3999999999999773
GCC*,2026-03-11,188.53,190.06,186.6,189.58,1.0500000000000114
GENTERA*,2026-02-03,48.75,50.63,48.19,49.82,1.0700000000000003
GENTERA*,2026-02-04,49.82,50.67,49.42,50.5,0.6799999999999997
GENTERA*,2026-02-05,50.5,51.02,48.99,50.99,0.490000000000002
GENTERA*,2026-02-06,50.94,52.54,50.28,52.54,1.6000000000000014
GENTERA*,2026-02-09,52.07,54.95,52.07,54.37,2.299999999999997
GENTERA*,2026-02-10,54.44,54.57,53.59,53.75,-0.6899999999999977
GENTERA*,2026-02-11,53.7,53.95,52.55,53.68,-0.020000000000003126
GENTERA*,2026-02-12,53.12,53.64,51.42,51.97,-1.1499999999999986
GENTERA*,2026-02-13,51.97,53.63,51.97,53.49,1.5200000000000031
